2D,3D,4D,answer,type
"In rectangle ABCD, do line AB and line CD intersect?","In rectangular solid ABCD-EFGH, do plane ABEF and plane CDHG intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABFE-IJMN and CDHG-KLOP intersect?",B,2
"In triangle ABC, let P be a point on line AC. Do line BP and line AC intersect?","In tetrahedron ABCD, let P be a point in plane ACD. Does line BP intersect plane ACD?","In 5-cell ABCDE, let P be a point in 3D hyperplane ACDE. Does line BP intersect 3D hyperplane ACDE?",A,2
"In rectangle ABCD, what is the relationship between line AB and line MN, where M and N are unspecified points?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABEF and plane MNP, where M, N, and P are unspecified points?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABFE-IJMN and 3D hyperplane QRST, where Q, R, S, and T are unspecified points?",D,1
"In triangle ABC, what is the relationship between line AB and line l, where l is unspecified?","In tetrahedron ABCD, what is the relationship between plane ABC and plane P, where plane P is unspecified?","In 5-cell ABCDE, what is the relationship between 3D hyperplane ABCD and 3D hyperplane H, where 3D hyperplane H is unspecified?",D,1
"Are the vertices A, C, and the intersection point of diagonals AC and BD of rectangle ABCD collinear?","Are points A, C, E, and G of rectangular solid ABCD-EFGH coplanar?","Are points A, C, E, G, I, K, M, and O of tesseract (ABCD-EFGH)-(IJKL-MNOP) cohyperplanar?",A,3
"Are points A, B, and C collinear in rectangle ABCD?","Are points A, B, C, and E coplanar in rectangular solid ABCD-EFGH?","Are points A, B, C, E, and I cohyperplanar in tesseract (ABCD-EFGH)-(IJKL-MNOP)?",B,3
"Let A and B be endpoints of a diameter of circle O. Are points A, O, and B collinear?","Let A and B be antipodal points of sphere O, and let C be any other point on the sphere. Are points A, O, B, and C coplanar?","Let A and B be antipodal points of 3-sphere O, and let C and D be any other points on the 3-sphere. Are points A, O, B, C, and D cohyperplanar?",C,3
"Let A and B be endpoints of a chord of circle O, and let M be the midpoint of AB. Are points A, M, and B collinear?","Let A and B be points on sphere O, and let M be the midpoint of segment AB. Are points A, B, M, and O coplanar?","Let A and B be points on 3-sphere O, and let M be the midpoint of segment AB. Are points A, B, M, O, and C cohyperplanar?",A,3
"In rectangle ABCD, are points A, the midpoint of AB, and D collinear?","In rectangular solid ABCD-EFGH, are points A, the midpoint of AE, B, and C coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, the midpoint of AI, B, C, and D cohyperplanar?",B,3
"In triangle ABC, are points A, the midpoint of BC, and the centroid of triangle ABC collinear?","In tetrahedron ABCD, are points A, the centroid of face BCD, and the centroid of tetrahedron ABCD coplanar?","In 5-cell ABCDE, are points A, the centroid of 3D hyperplane BCDE, and the centroid of 5-cell ABCDE cohyperplanar?",A,3
"In rectangle ABCD, what is the relationship between line AD and line AC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ADHE and plane ACEG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ADHE-ILPM and 3D hyperplane ACEG-IKMO?",C,1
"In rectangle ABCD, what is the relationship between line AB and line EF, where E and F are unspecified points?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABCD and plane EFG, where E, F, and G are unspecified points?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABCD and 3D hyperplane EFGH, where E, F, G, and H are unspecified points?",D,1
Line s lies in the plane of circle O and is disjoint from circle O. Does line s intersect circle O?,Plane S is disjoint from sphere O. Does plane S intersect sphere O?,3D hyperplane S is disjoint from 3-sphere O. Does 3D hyperplane S intersect the 3-sphere O?,B,2
Line p lies in the plane of circle O and passes through the center O. Does line p intersect circle O?,Plane P passes through the center O of sphere O. Does plane P intersect sphere O?,3D hyperplane P passes through the center O of 3-sphere O. Does 3D hyperplane P intersect the 3-sphere O?,A,2
Line k lies in the plane of circle O but is otherwise unspecified. Does line k intersect circle O?,Plane K is otherwise unspecified relative to sphere O. Does plane K intersect sphere O?,3D hyperplane K is otherwise unspecified relative to the 3-sphere O. Does 3D hyperplane K intersect the 3-sphere O?,C,2
"Let A and B be endpoints of a chord of circle O, and let M be the midpoint of AB. Are points O, M, and A collinear?","Let A and B be points on sphere O, and let M be the midpoint of segment AB. Are points O, M, A, and B coplanar?","Let A and B be points on 3-sphere O, and let M be the midpoint of segment AB. Are points O, M, A, B, and N cohyperplanar, where N is any point on the 3-sphere?",C,3
"In rectangle ABCD, what is the relationship between line AB and line AC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABEF and plane ACEG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplanes ABFE-IJMN and ACEG-IKMO?",C,1
"In rectangle ABCD, what is the relationship between line BD and line AC?","In rectangular solid ABCD-EFGH, what is the relationship between plane BDHF and plane ACEG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplanes BDHF-JLNP and ACEG-IKMO?",C,1
"In rectangle ABCD, what is the relationship between line AC and line l, where line l is unspecified?","In rectangular solid ABCD-EFGH, what is the relationship between plane ACEG and plane P, where plane P is unspecified?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ACEG-IKMO and 3D hyperplane H, where 3D hyperplane H is unspecified?",D,1
"In triangle ABC, D is the foot of the altitude from A to line BC. What is the relationship between line AD and line BC?","In tetrahedron ABCD, E is the foot of the altitude from A to plane BCD. What is the relationship between line AE and plane BCD?","In 5-cell ABCDE, F is the foot of the altitude from A to 3D hyperplane BCDE. What is the relationship between line AF and 3D hyperplane BCDE?",B,1
"In rectangle ABCD, do line AC and line BD intersect?","In rectangular solid ABCD-EFGH, do plane ACEG and plane BDFH intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ACEG-IKMO and BDFH-JLNP intersect?",A,2
"In triangle ABC, let P be any point on line AB. Does line CP intersect line AB?","In tetrahedron ABCD, let P be any point in plane ABC. Does line DP intersect plane ABC?","In 5-cell ABCDE, let P be any point in 3D hyperplane ABCD. Does line EP intersect 3D hyperplane ABCD?",A,2
"In rectangle ABCD, do line AB and line CD intersect?","In rectangular solid ABCD-EFGH, do plane ABCD and plane EFGH intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABCD and IJKL intersect?",B,2
Line r lies in the plane of circle O and is tangent to circle O. Does line r intersect the circle?,Plane R is tangent to sphere O. Does plane R intersect the sphere?,3D hyperplane R is tangent to the 3-sphere O. Does 3D hyperplane R intersect the 3-sphere O?,A,2
Line d lies in the plane of circle O and passes through the center O. Does line d intersect the circle?,Plane D passes through the center O of sphere O. Does plane D intersect the sphere?,3D hyperplane D passes through the center O of the 3-sphere O. Does 3D hyperplane D intersect the 3-sphere O?,A,2
Line w lies in the plane of circle O and lies entirely outside the circle. Does line w intersect the circle?,Plane W lies entirely outside sphere O. Does plane W intersect the sphere?,3D hyperplane W lies entirely outside the 3-sphere O. Does 3D hyperplane W intersect the 3-sphere O?,B,2
"Are the vertices A, B, and D of rectangle ABCD collinear?","Are the vertices A, B, C, and E of rectangular solid ABCD-EFGH coplanar?","Are the vertices A, B, C, D, and I of tesseract (ABCD-EFGH)-(IJKL-MNOP) cohyperplanar?",B,3
"In rectangle ABCD, let O be the intersection point of diagonals AC and BD. Are points A, O, and C collinear?","In rectangular solid ABCD-EFGH, are points A, C, E, and G coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, C, E, G, I cohyperplanar?",A,3
"Let A and B be endpoints of a chord of circle O, and let M be the midpoint of AB. Are points A, M, and B collinear?","Let A and B be points on sphere O, and let M be the midpoint of segment AB. Are points A, B, M, and O coplanar?","Let A and B be points on 3-sphere O, and let M be the midpoint of segment AB. Are points A, B, M, O, and Q cohyperplanar, where Q is any point on the 3-sphere?",C,3
"Line y is tangent to circle O at point P. Are points O, P, and the midpoint of chord AB collinear, where AB is an unrelated chord?","Plane Y is tangent to sphere O at point P. Are points O, P, the midpoint of segment AB, and C coplanar, where AB is an unrelated chord and C is another point on the sphere?","3D hyperplane Y is tangent to 3-sphere O at point P. Are points O, P, the midpoint of segment AB, C, and D cohyperplanar, where AB is an unrelated chord and C,D are other points on the 3-sphere?",C,3
"In triangle ABC, are points A, the midpoint of AB, and C collinear?","In tetrahedron ABCD, are points A, the midpoint of AB, C, and D coplanar?","In 5-cell ABCDE, are points A, the midpoint of AB, C, D, and E cohyperplanar?",B,3
"In rectangle ABCD, what is the relationship between line AB and line BD?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABCD and plane BDFH?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABCD-IJKL and 3D hyperplane BDFH-JLNP?",C,1
"In triangle ABC, let G be the centroid. Does line CG intersect line AB?","In tetrahedron ABCD, let G be the centroid. Does line DG intersect plane ABC?","In 5-cell ABCDE, let G be the centroid. Does line EG intersect 3D hyperplane ABCD?",A,2
Line n lies in the plane of circle O and misses the circle. Does line n intersect circle O?,Plane N misses sphere O. Does plane N intersect sphere O?,3D hyperplane N misses 3-sphere O. Does 3D hyperplane N intersect the 3-sphere O?,B,2
Line q lies in the plane of circle O and is otherwise unspecified. Does line q intersect circle O?,Plane Q is otherwise unspecified relative to sphere O. Does plane Q intersect sphere O?,3D hyperplane Q is otherwise unspecified relative to 3-sphere O. Does 3D hyperplane Q intersect the 3-sphere O?,C,2
"In rectangle ABCD, are points A, B, and the midpoint of AB collinear?","In rectangular solid ABCD-EFGH, are points A, B, the midpoint of AB, and E coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, B, the midpoint of AB, E, and I cohyperplanar?",A,3
"Let A and B be endpoints of a diameter of circle O, and let C be any other point on the circle. Are points A, O, B, and C collinear?","Let A and B be antipodal points of sphere O, and let C and D be any other points on the sphere. Are points A, O, B, C, and D coplanar?","Let A and B be antipodal points of 3-sphere O, and let C, D, and E be any other points on the 3-sphere. Are points A, O, B, C, D, and E cohyperplanar?",B,3
"In rectangle ABCD, are points A, D, and the midpoint of BC collinear?","In rectangular solid ABCD-EFGH, are points A, D, the midpoint of face BCGF, and E coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, D, the centroid of 3D hyperplane BCGF-JKNO, E, and I cohyperplanar?",B,3
"In triangle ABC, let H be the centroid. Are points A, H, and B collinear?","In tetrahedron ABCD, let H be the centroid. Are points A, H, B, and C coplanar?","In 5-cell ABCDE, let H be the centroid. Are points A, H, B, C, and D cohyperplanar?",C,3
"In rectangle ABCD, are points A, the midpoint of CD, and B collinear?","In rectangular solid ABCD-EFGH, are points A, the centroid of face CDHG, B, and E coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, the centroid of 3D hyperplane CDHG-KLOP, B, E, and I cohyperplanar?",C,3
"In triangle ABC, are points A, the midpoint of BC, and B collinear?","In tetrahedron ABCD, are points A, the centroid of face BCD, B, and C coplanar?","In 5-cell ABCDE, are points A, the centroid of 3D hyperplane BCDE, B, C, and D cohyperplanar?",C,3
"In rectangle ABCD, do line AB and line AC intersect?","In rectangular solid ABCD-EFGH, do plane ABEF and plane ACEG intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABFE-IJMN and ACEG-IKMO intersect?",A,2
"In triangle ABC, let G be the centroid. Does line BG intersect line AC?","In tetrahedron ABCD, let G be the centroid. Does line BG intersect plane ACD?","In 5-cell ABCDE, let G be the centroid. Does line BG intersect 3D hyperplane ACDE?",A,2
Line s lies in the plane of circle O but is otherwise unspecified. Does line s intersect circle O?,Plane S is otherwise unspecified relative to sphere O. Does plane S intersect sphere O?,3D hyperplane S is otherwise unspecified relative to the 3-sphere O. Does 3D hyperplane S intersect the 3-sphere O?,C,2
Line m lies in the plane of circle O and is tangent to circle O. Does line m intersect circle O?,Plane M is tangent to sphere O. Does plane M intersect sphere O?,3D hyperplane M is tangent to the 3-sphere O. Does 3D hyperplane M intersect the 3-sphere O?,A,2
Line u lies in the plane of circle O and passes through O. What is the relationship between line u and circle O?,Plane U passes through O of sphere O. What is the relationship between plane U and sphere O?,3D hyperplane U passes through O of 3-sphere O. What is the relationship between 3D hyperplane U and the 3-sphere O?,A,2
"In rectangle ABCD, are points B, C, and D collinear?","In rectangular solid ABCD-EFGH, are points B, C, D, and F coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points B, C, D, F, and J cohyperplanar?",B,3
"In rectangle ABCD, let M be the midpoint of CD. Are points C, M, and D collinear?","In rectangular solid ABCD-EFGH, let M be the centroid of face CDHG. Are points C, D, G, H, and M coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let M be the centroid of 3D hyperplane CDHG-KLOP. Are points C, D, G, H, K, L, O, P, and M cohyperplanar?",A,3
"In triangle ABC, let M be the midpoint of AB. Are points A, M, and C collinear?","In tetrahedron ABCD, let M be the centroid of face ABC. Are points A, B, C, D, and M coplanar?","In 5-cell ABCDE, let M be the centroid of 3D hyperplane ABCD. Are points A, B, C, D, E, and M cohyperplanar?",B,3
"Let A and B be endpoints of a diameter of circle O. Are points A, O, and B collinear?","Let A and B be antipodal points of sphere O. Are points A, O, B, and C coplanar, where C lies on line AB?","Let A and B be antipodal points of 3-sphere O. Are points A, O, B, C, and D cohyperplanar, where C and D lie in the 2-plane through line AB?",A,3
"In rectangle ABCD, let O be the intersection point of diagonals AC and BD. Are points B, O, and D collinear?","In rectangular solid ABCD-EFGH, are points B, D, F, and H coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points B, D, F, H, J, L, N, and P cohyperplanar?",A,3
"In rectangle ABCD, what is the relationship between line AB and line AD?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABEF and plane ADHE?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABFE-IJMN and 3D hyperplane ADHE-ILPM?",B,1
Line z lies in the plane of circle O and is disjoint from circle O. What is the relationship between line z and circle O?,Plane Z is disjoint from sphere O. What is the relationship between plane Z and sphere O?,3D hyperplane Z is disjoint from 3-sphere O. What is the relationship between 3D hyperplane Z and the 3-sphere O?,B,2
"In triangle ABC, let I be the incenter. Does line CI intersect line AB?","In tetrahedron ABCD, let I be the incenter. Does line DI intersect plane ABC?","In 5-cell ABCDE, let I be the incenter. Does line EI intersect 3D hyperplane ABCD?",A,2
"In rectangle ABCD, do line AC and line BC intersect?","In rectangular solid ABCD-EFGH, do plane ACEG and plane BCGF intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ACEG-IKMO and BCGF-JKNO intersect?",A,2
Line s lies in the plane of circle O and is tangent to circle O at P. Does line s intersect circle O?,Plane S is tangent to sphere O at P. Does plane S intersect sphere O?,3D hyperplane S is tangent to the 3-sphere O at P. Does 3D hyperplane S intersect the 3-sphere O?,A,2
Line h lies in the plane of circle O and passes outside circle O without touching it. Does line h intersect circle O?,Plane H lies outside sphere O without touching it. Does plane H intersect sphere O?,3D hyperplane H lies outside the 3-sphere O without touching it. Does 3D hyperplane H intersect the 3-sphere O?,B,2
Line g lies in the plane of circle O. Does line g intersect circle O?,Plane G is given relative to sphere O with no further condition. Does plane G intersect sphere O?,3D hyperplane G is given relative to the 3-sphere O with no further condition. Does 3D hyperplane G intersect the 3-sphere O?,C,2
"In rectangle ABCD, let M be the midpoint of AB. Are points A, M, and B collinear?","In rectangular solid ABCD-EFGH, let M be the midpoint of AB. Are points A, B, E, and M coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let M be the midpoint of AB. Are points A, B, E, I, and M cohyperplanar?",A,3
"In rectangle ABCD, are points A, the midpoint of BC, and D collinear?","In rectangular solid ABCD-EFGH, are points A, the centroid of face BCGF, D, and E coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, the centroid of 3D hyperplane BCGF-JKNO, D, E, and I cohyperplanar?",B,3
"Let A and B be endpoints of a diameter of circle O. Are points A, O, and B collinear?","Let A and B be antipodal points of sphere O, and let C be any point on line AB. Are points A, O, B, and C coplanar?","Let A and B be antipodal points of 3-sphere O, and let C and D be any points in a 2-plane containing line AB. Are points A, O, B, C, and D cohyperplanar?",A,3
"In triangle ABC, let G be the centroid. Does line AG intersect line BC?","In tetrahedron ABCD, let G be the centroid. Does line AG intersect plane BCD?","In 5-cell ABCDE, let G be the centroid. Does line AG intersect 3D hyperplane BCDE?",A,2
"In triangle ABC, let H be the foot of the altitude from B to AC. Are points B, H, and C collinear?","In tetrahedron ABCD, let H be the foot of the altitude from B to plane ACD. Are points B, H, C, and D coplanar?","In 5-cell ABCDE, let H be the foot of the altitude from B to 3D hyperplane ACDE. Are points B, H, C, D, and E cohyperplanar?",A,3
"In rectangle ABCD, what is the relationship between line AC and line l, where line l is an unspecified line in the plane?","In rectangular solid ABCD-EFGH, what is the relationship between plane ACEG and plane P, where plane P is an unspecified plane?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ACEG-IKMO and 3D hyperplane P, where P is an unspecified 3D hyperplane?",D,1
"In rectangle ABCD, what is the relationship between line AC and line BD?","In rectangular solid ABCD-EFGH, what is the relationship between plane ACGE and plane BDHF?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ACGE-IKOM and 3D hyperplane BDHF-JLPN?",C,1
"In triangle ABC, let I be the incenter. Does line BI intersect line AC?","In tetrahedron ABCD, let I be the incenter. Does line BI intersect plane ACD?","In 5-cell ABCDE, let I be the incenter. Does line BI intersect 3D hyperplane ACDE?",A,2
Line p lies in the plane of circle O and passes through the center O. Does line p intersect circle O?,Plane P passes through the center O of sphere O. Does plane P intersect sphere O?,3D hyperplane P passes through the center O of the 3-sphere O. Does 3D hyperplane P intersect the 3-sphere O?,A,2
Line r lies in the plane of circle O and is tangent to circle O at point Q. Does line r intersect circle O?,Plane R is tangent to sphere O at point Q. Does plane R intersect sphere O?,3D hyperplane R is tangent to the 3-sphere O at point Q. Does 3D hyperplane R intersect the 3-sphere O?,A,2
Line v lies in the plane of circle O and lies entirely outside the circle. Does line v intersect circle O?,Plane V lies entirely outside sphere O. Does plane V intersect sphere O?,3D hyperplane V lies entirely outside the 3-sphere O. Does 3D hyperplane V intersect the 3-sphere O?,B,2
"In rectangle ABCD, do line AB and line CD intersect?","In rectangular solid ABCD-EFGH, do plane ABEF and plane CDHG intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABEF-IJMN and CDHG-KLOP intersect?",B,2
Line k lies in the plane of circle O but no further condition is given. Does line k intersect circle O?,Plane K is given relative to sphere O with no further condition. Does plane K intersect sphere O?,3D hyperplane K is given relative to the 3-sphere O with no further condition. Does 3D hyperplane K intersect the 3-sphere O?,C,2
"In rectangle ABCD, are points A, C, and the intersection point of diagonals AC and BD collinear?","In rectangular solid ABCD-EFGH, are points A, C, G, and E coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, C, G, E, and I cohyperplanar?",A,3
"In rectangle ABCD, are points A, the midpoint of BC, and C collinear?","In rectangular solid ABCD-EFGH, are points A, the centroid of face BCGF, C, and D coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, the centroid of 3D hyperplane BCGF-JKNO, C, D, and E cohyperplanar?",B,3
"Line x is a chord of circle O with midpoint M. Are points O, M, and the endpoints of line x collinear?","Plane X cuts sphere O in a circle with center M. Are points O, M, and that circle coplanar?","3D hyperplane X cuts the 3-sphere O in a sphere with center M. Are points O, M, and that sphere cohyperplanar?",A,3
"In rectangle ABCD, what is the relationship between line BD and line t, where line t is any line in the plane?","In rectangular solid ABCD-EFGH, what is the relationship between plane BDHF and plane T, where plane T is any plane?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane BDHF-JLPN and 3D hyperplane T, where T is any 3D hyperplane?",D,1
"In triangle ABC, let M be the midpoint of AC. Does line BM intersect line AC?","In tetrahedron ABCD, let M be the centroid of face ACD. Does line BM intersect plane ACD?","In 5-cell ABCDE, let M be the centroid of 3D hyperplane ACDE. Does line BM intersect 3D hyperplane ACDE?",A,2
"In triangle ABC, let N be any point not specified relative to the sides. Does line AN intersect line BC?","In tetrahedron ABCD, let N be any point not specified relative to the faces. Does line AN intersect plane BCD?","In 5-cell ABCDE, let N be any point not specified relative to the hyperfaces. Does line AN intersect 3D hyperplane BCDE?",C,2
Line l is tangent to circle O at point P. Does line l intersect circle O?,Plane L is tangent to sphere O at point P. Does plane L intersect sphere O?,3D hyperplane L is tangent to 3-sphere O at point P. Does 3D hyperplane L intersect the 3-sphere O?,A,2
"In triangle ABC, let M be the midpoint of AB. Are points A, M, and B collinear?","In tetrahedron ABCD, let M be the midpoint of AB. Are points A, B, M, and D coplanar?","In 5-cell ABCDE, let M be the midpoint of AB. Are points A, B, M, D, and E cohyperplanar?",A,3
Let A and B be endpoints of a chord of circle O. Is the center O on line AB?,"Let A, B, and C be points on sphere O. Is the center O in plane ABC?","Let A, B, C, and D be points on 3-sphere O. Is the center O in 3D hyperplane ABCD?",C,3
"In rectangle ABCD, are points A, the intersection point of diagonals AC and BD, and C collinear?","In rectangular solid ABCD-EFGH, are points A, the center of rectangular solid ABCD-EFGH, C, E, and G coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, the center of the tesseract, C, E, G, and I cohyperplanar?",A,3
Line n lies in the plane of circle O and no other condition is given. Does line n intersect circle O?,Plane N is given relative to sphere O with no other condition. Does plane N intersect sphere O?,3D hyperplane N is given relative to 3-sphere O with no other condition. Does 3D hyperplane N intersect the 3-sphere O?,C,2
Line a is tangent to circle O at point T. What is the relationship between line a and line OT?,Plane A is tangent to sphere O at point T. What is the relationship between plane A and line OT?,3D hyperplane A is tangent to 3-sphere O at point T. What is the relationship between 3D hyperplane A and line OT?,B,1
"In triangle ABC, are points A, B, and the centroid G collinear?","In tetrahedron ABCD, are points A, B, the centroid G, and D coplanar?","In 5-cell ABCDE, are points A, B, the centroid G, D, and E cohyperplanar?",C,3
"In triangle ABC, let M be the midpoint of BC. Does line AM intersect line BC?","In tetrahedron ABCD, let M be the centroid of face BCD. Does line AM intersect plane BCD?","In 5-cell ABCDE, let M be the centroid of 3D hyperplane BCDE. Does line AM intersect 3D hyperplane BCDE?",A,2
Line q lies in the plane of circle O and cuts the circle at two distinct points. Does line q intersect circle O?,Plane Q cuts sphere O in a circle. Does plane Q intersect sphere O?,3D hyperplane Q cuts the 3-sphere O in a sphere. Does 3D hyperplane Q intersect the 3-sphere O?,A,2
"In triangle ABC, let P be any point in the plane. Does line AP intersect line BC?","In tetrahedron ABCD, let P be any point in space. Does line AP intersect plane BCD?","In 5-cell ABCDE, let P be any point in 4-space. Does line AP intersect 3D hyperplane BCDE?",C,2
Line t is tangent to circle O at point P. Does line t intersect circle O?,Plane T is tangent to sphere O at point P. Does plane T intersect sphere O?,3D hyperplane T is tangent to the 3-sphere O at point P. Does 3D hyperplane T intersect the 3-sphere O?,A,2
"In rectangle ABCD, let O be the intersection point of diagonals AC and BD. Are points A, O, and B collinear?","In rectangular solid ABCD-EFGH, let O be the center of the solid. Are points A, O, B, and C coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let O be the center of the tesseract. Are points A, O, B, C, and D cohyperplanar?",C,3
"Let A and B be endpoints of a chord of circle O, and let M be the midpoint of chord AB. Are points A, M, and B collinear?","Let A and B be points on sphere O, and let M be the midpoint of segment AB. Are points A, B, M, and O coplanar?","Let A and B be points on 3-sphere O, and let M be the midpoint of segment AB. Are points A, B, M, O, and C cohyperplanar?",A,3
"In rectangle ABCD, what is the relationship between line AC and line AB?","In rectangular solid ABCD-EFGH, what is the relationship between plane ACEG and plane ABEF?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ACEG-IKMO and 3D hyperplane ABFE-IJMN?",C,1
"In rectangle ABCD, what is the relationship between line AC and line m, where line m is any line in the plane?","In rectangular solid ABCD-EFGH, what is the relationship between plane ACEG and plane M, where plane M is any plane?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ACEG-IKMO and 3D hyperplane M, where M is any 3D hyperplane?",D,1
"Line s lies in the plane of circle O and passes through the center O. What is the relationship between line s and line OA, where A is one intersection point of line s with circle O?","Plane S passes through the center O of sphere O. What is the relationship between plane S and line OA, where A lies in plane S on the sphere?","3D hyperplane S passes through the center O of the 3-sphere O. What is the relationship between 3D hyperplane S and line OA, where A lies in S on the 3-sphere?",C,1
"In rectangle ABCD, do line AC and line AD intersect?","In rectangular solid ABCD-EFGH, do plane ACEG and plane ADHE intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ACEG-IKMO and ADHE-ILPM intersect?",A,2
Line w lies in the plane of circle O and lies entirely outside circle O. Does line w intersect circle O?,Plane W lies entirely outside sphere O. Does plane W intersect sphere O?,3D hyperplane W lies entirely outside the 3-sphere O. Does 3D hyperplane W intersect the 3-sphere O?,B,2
Let A and B be endpoints of a diameter of circle O. Is point O on line AB?,Let A and B be antipodal points of sphere O. Is point O on line AB?,Let A and B be antipodal points of 3-sphere O. Is point O on line AB?,A,3
Line u lies in the plane of circle O. What is the relationship between line u and circle O?,Plane U is given relative to sphere O with no further condition. Does plane U intersect sphere O?,3D hyperplane U is given relative to the 3-sphere O with no further condition. Does 3D hyperplane U intersect the 3-sphere O?,C,2
"In rectangle ABCD, what is the relationship between line AB and line BC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABEF and plane ABCD?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABEF-IJMN and 3D hyperplane ABCD-IJKL?",B,1
"In triangle ABC, let D be any point not specified relative to the sides. What is the relationship between line AD and line BC?","In tetrahedron ABCD, let E be any point not specified relative to the faces. What is the relationship between line AE and plane BCD?","In 5-cell ABCDE, let F be any point not specified relative to the hyperfaces. What is the relationship between line AF and 3D hyperplane BCDE?",D,1
"In triangle ABC, let H be the foot of the altitude from C to AB. What is the relationship between line CH and line AB?","In tetrahedron ABCD, let H be the foot of the altitude from D to plane ABC. What is the relationship between line DH and plane ABC?","In 5-cell ABCDE, let H be the foot of the altitude from E to 3D hyperplane ABCD. What is the relationship between line EH and 3D hyperplane ABCD?",B,1
"In rectangle ABCD, do line AB and line AD intersect?","In rectangular solid ABCD-EFGH, do plane ABEF and plane ADHE intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABEF-IJMN and ADHE-ILPM intersect?",A,2
"In rectangle ABCD, let P be any point in the plane. Does line AP intersect line CD?","In rectangular solid ABCD-EFGH, let P be any point in space. Does line AP intersect plane CDHG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P be any point in 4-space. Does line AP intersect 3D hyperplane CDHG-KLOP?",C,2
Line m lies in the plane of circle O and passes through O. Does line m intersect circle O?,Plane M passes through the center O of sphere O. Does plane M intersect sphere O?,3D hyperplane M passes through the center O of the 3-sphere O. Does 3D hyperplane M intersect the 3-sphere O?,A,2
Line n lies in the plane of circle O and is disjoint from circle O. Does line n intersect circle O?,Plane N is disjoint from sphere O. Does plane N intersect sphere O?,3D hyperplane N is disjoint from the 3-sphere O. Does 3D hyperplane N intersect the 3-sphere O?,B,2
Line p lies in the plane of circle O with no further condition. Does line p intersect circle O?,Plane P is given relative to sphere O with no further condition. Does plane P intersect sphere O?,3D hyperplane P is given relative to the 3-sphere O with no further condition. Does 3D hyperplane P intersect the 3-sphere O?,C,2
