2D,3D,4D,answer,type,aug_source_id,aug_map
"Line segment AB is a chord of circle O, C is a point on AB, joining OC. What is the relationship between line AB and line OC?","Plane ABC intersects sphere O at circle P, and D is a point in circle P. What is the relationship between plane ABC and line OD?","3D hyperplane ABCD intersects 3-sphere O at sphere P, and E is a point in sphere P. What is the relationship between 3D hyperplane ABCD and line OE?",A,2,88,
"Line segment BC is a chord of circle O, D is a point on BC, joining OD. What is the relationship between line BC and line OD?","Plane BCD intersects sphere O at circle W, and E is a point in circle W. What is the relationship between plane BCD and line OE?","3D hyperplane BCDE intersects 3-sphere O at sphere W, and L is a point in sphere W. What is the relationship between 3D hyperplane BCDE and line OL?",A,2,88,"A->B,B->C,C->D,D->E,E->L,L->P,P->W,W->A"
"Line segment CD is a chord of circle O, E is a point on CD, joining OE. What is the relationship between line CD and line OE?","Plane CDE intersects sphere O at circle A, and L is a point in circle A. What is the relationship between plane CDE and line OL?","3D hyperplane CDEL intersects 3-sphere O at sphere A, and P is a point in sphere A. What is the relationship between 3D hyperplane CDEL and line OP?",A,2,88,"A->C,B->D,C->E,D->L,E->P,L->W,P->A,W->B"
"Line segment DE is a chord of circle O, L is a point on DE, joining OL. What is the relationship between line DE and line OL?","Plane DEL intersects sphere O at circle B, and P is a point in circle B. What is the relationship between plane DEL and line OP?","3D hyperplane DELP intersects 3-sphere O at sphere B, and W is a point in sphere B. What is the relationship between 3D hyperplane DELP and line OW?",A,2,88,"A->D,B->E,C->L,D->P,E->W,L->A,P->B,W->C"
"Line segment EL is a chord of circle O, P is a point on EL, joining OP. What is the relationship between line EL and line OP?","Plane ELP intersects sphere O at circle C, and W is a point in circle C. What is the relationship between plane ELP and line OW?","3D hyperplane ELPW intersects 3-sphere O at sphere C, and A is a point in sphere C. What is the relationship between 3D hyperplane ELPW and line OA?",A,2,88,"A->E,B->L,C->P,D->W,E->A,L->B,P->C,W->D"
"Line segment BA is a chord of circle O, C is a point on BA, joining OC. What is the relationship between line BA and line OC?","Plane BAC intersects sphere O at circle P, and D is a point in circle P. What is the relationship between plane BAC and line OD?","3D hyperplane BACD intersects 3-sphere O at sphere P, and E is a point in sphere P. What is the relationship between 3D hyperplane BACD and line OE?",A,2,88,"A->B,B->A,C->C,D->D,E->E,L->L,P->P,W->W"
"In rectangular ABCD, consider AC and BD. What is the relationship between line AC and line BD?","In rectangular solid ABCD-EFGH, consider ABGH and CDEF. What is the relationship between plane ABGH and plane CDGH?","In orthotope (ABCD-EFGH)-(IJKL-MNOP),comsider ABCM and EFGI. What is the relationship between 3D hyperplane ABCM and 3D hyperplane EFGI?",A,2,89,
"In rectangular BCDE, consider BD and CE. What is the relationship between line BD and line CE?","In rectangular solid BCDE-FGHJ, consider BCHJ and DEFG. What is the relationship between plane BCHJ and plane DEHJ?","In orthotope (BCDE-FGHJ)-(IKLM-NPOW),comsider BCDN and FGHI. What is the relationship between 3D hyperplane BCDN and 3D hyperplane FGHI?",A,2,89,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->J,J->K,K->L,L->M,M->N,N->P,P->W,W->A"
"In rectangular CDEF, consider CE and DF. What is the relationship between line CE and line DF?","In rectangular solid CDEF-GHJK, consider CDJK and EFGH. What is the relationship between plane CDJK and plane EFJK?","In orthotope (CDEF-GHJK)-(ILMN-PWOA),comsider CDEP and GHJI. What is the relationship between 3D hyperplane CDEP and 3D hyperplane GHJI?",A,2,89,"A->C,B->D,C->E,D->F,E->G,F->H,G->J,H->K,J->L,K->M,L->N,M->P,N->W,P->A,W->B"
"In rectangular DEFG, consider DF and EG. What is the relationship between line DF and line EG?","In rectangular solid DEFG-HJKL, consider DEKL and FGHJ. What is the relationship between plane DEKL and plane FGKL?","In orthotope (DEFG-HJKL)-(IMNP-WAOB),comsider DEFW and HJKI. What is the relationship between 3D hyperplane DEFW and 3D hyperplane HJKI?",A,2,89,"A->D,B->E,C->F,D->G,E->H,F->J,G->K,H->L,J->M,K->N,L->P,M->W,N->A,P->B,W->C"
"In rectangular EFGH, consider EG and FH. What is the relationship between line EG and line FH?","In rectangular solid EFGH-JKLM, consider EFLM and GHJK. What is the relationship between plane EFLM and plane GHLM?","In orthotope (EFGH-JKLM)-(INPW-ABOC),comsider EFGA and JKLI. What is the relationship between 3D hyperplane EFGA and 3D hyperplane JKLI?",A,2,89,"A->E,B->F,C->G,D->H,E->J,F->K,G->L,H->M,J->N,K->P,L->W,M->A,N->B,P->C,W->D"
"In rectangular BACD, consider BC and AD. What is the relationship between line BC and line AD?","In rectangular solid BACD-EFGH, consider BAGH and CDEF. What is the relationship between plane BAGH and plane CDGH?","In orthotope (BACD-EFGH)-(IJKL-MNOP),comsider BACM and EFGI. What is the relationship between 3D hyperplane BACM and 3D hyperplane EFGI?",A,2,89,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,J->J,K->K,L->L,M->M,N->N,P->P,W->W"
"Line AB intersects line CD at point E, and D is not equal to E. Are points A, B, and D collinear?","Plane ABC intersects plane DEF at line GH, and D is not on line GH. Are points A, B, C, and D coplanar?","In 4-dimensional space, 3D hyperplane ABCD intersects 3D hyperplane EFGH at plane IJK, and E is not on plane IJK. Are points A, B, C, D, and E cohyperplanar?",B,3,90,
"Line BC intersects line DE at point F, and E is not equal to F. Are points B, C, and E collinear?","Plane BCD intersects plane EFG at line HJ, and E is not on line HJ. Are points B, C, D, and E coplanar?","In 4-dimensional space, 3D hyperplane BCDE intersects 3D hyperplane FGHJ at plane IKL, and F is not on plane IKL. Are points B, C, D, E, and F cohyperplanar?",B,3,90,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->J,J->K,K->L,L->P,P->A"
"Line CD intersects line EF at point G, and F is not equal to G. Are points C, D, and F collinear?","Plane CDE intersects plane FGH at line JK, and F is not on line JK. Are points C, D, E, and F coplanar?","In 4-dimensional space, 3D hyperplane CDEF intersects 3D hyperplane GHJK at plane ILP, and G is not on plane ILP. Are points C, D, E, F, and G cohyperplanar?",B,3,90,"A->C,B->D,C->E,D->F,E->G,F->H,G->J,H->K,J->L,K->P,L->A,P->B"
"Line DE intersects line FG at point H, and G is not equal to H. Are points D, E, and G collinear?","Plane DEF intersects plane GHJ at line KL, and G is not on line KL. Are points D, E, F, and G coplanar?","In 4-dimensional space, 3D hyperplane DEFG intersects 3D hyperplane HJKL at plane IPA, and H is not on plane IPA. Are points D, E, F, G, and H cohyperplanar?",B,3,90,"A->D,B->E,C->F,D->G,E->H,F->J,G->K,H->L,J->P,K->A,L->B,P->C"
"Line EF intersects line GH at point J, and H is not equal to J. Are points E, F, and H collinear?","Plane EFG intersects plane HJK at line LP, and H is not on line LP. Are points E, F, G, and H coplanar?","In 4-dimensional space, 3D hyperplane EFGH intersects 3D hyperplane JKLP at plane IAB, and J is not on plane IAB. Are points E, F, G, H, and J cohyperplanar?",B,3,90,"A->E,B->F,C->G,D->H,E->J,F->K,G->L,H->P,J->A,K->B,L->C,P->D"
"Line BA intersects line CD at point E, and D is not equal to E. Are points B, A, and D collinear?","Plane BAC intersects plane DEF at line GH, and D is not on line GH. Are points B, A, C, and D coplanar?","In 4-dimensional space, 3D hyperplane BACD intersects 3D hyperplane EFGH at plane IJK, and E is not on plane IJK. Are points B, A, C, D, and E cohyperplanar?",B,3,90,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,J->J,K->K,L->L,P->P"
"In rectangular ABCD, line AC and line BD intersect at point E. Are points A, B, and C collinear?","In rectangular solid ABCD-EFGH, plane ABGH and plane CDEF intersect at line IJ. Are points A, B, C and G coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), 3D hyperplane ABCDMNOP and 3D hyperplane EFGHIJKL intersect at plane QRST. Are points A, B, C, E and M cohyperplanar?",B,3,91,
"In rectangular BCDE, line BD and line CE intersect at point F. Are points B, C, and D collinear?","In rectangular solid BCDE-FGHJ, plane BCHJ and plane DEFG intersect at line IK. Are points B, C, D and H coplanar?","In tesseract (BCDE-FGHJ)-(IKLM-NPOQ), 3D hyperplane BCDENPOQ and 3D hyperplane FGHJIKLM intersect at plane RSTA. Are points B, C, D, F and N cohyperplanar?",B,3,91,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->J,J->K,K->L,L->M,M->N,N->P,P->Q,Q->R,R->S,S->T,T->A"
"In rectangular CDEF, line CE and line DF intersect at point G. Are points C, D, and E collinear?","In rectangular solid CDEF-GHJK, plane CDJK and plane EFGH intersect at line IL. Are points C, D, E and J coplanar?","In tesseract (CDEF-GHJK)-(ILMN-PQOR), 3D hyperplane CDEFPQOR and 3D hyperplane GHJKILMN intersect at plane STAB. Are points C, D, E, G and P cohyperplanar?",B,3,91,"A->C,B->D,C->E,D->F,E->G,F->H,G->J,H->K,J->L,K->M,L->N,M->P,N->Q,P->R,Q->S,R->T,S->A,T->B"
"In rectangular DEFG, line DF and line EG intersect at point H. Are points D, E, and F collinear?","In rectangular solid DEFG-HJKL, plane DEKL and plane FGHJ intersect at line IM. Are points D, E, F and K coplanar?","In tesseract (DEFG-HJKL)-(IMNP-QROS), 3D hyperplane DEFGQROS and 3D hyperplane HJKLIMNP intersect at plane TABC. Are points D, E, F, H and Q cohyperplanar?",B,3,91,"A->D,B->E,C->F,D->G,E->H,F->J,G->K,H->L,J->M,K->N,L->P,M->Q,N->R,P->S,Q->T,R->A,S->B,T->C"
"In rectangular EFGH, line EG and line FH intersect at point J. Are points E, F, and G collinear?","In rectangular solid EFGH-JKLM, plane EFLM and plane GHJK intersect at line IN. Are points E, F, G and L coplanar?","In tesseract (EFGH-JKLM)-(INPQ-RSOT), 3D hyperplane EFGHRSOT and 3D hyperplane JKLMINPQ intersect at plane ABCD. Are points E, F, G, J and R cohyperplanar?",B,3,91,"A->E,B->F,C->G,D->H,E->J,F->K,G->L,H->M,J->N,K->P,L->Q,M->R,N->S,P->T,Q->A,R->B,S->C,T->D"
"In rectangular BACD, line BC and line AD intersect at point E. Are points B, A, and C collinear?","In rectangular solid BACD-EFGH, plane BAGH and plane CDEF intersect at line IJ. Are points B, A, C and G coplanar?","In tesseract (BACD-EFGH)-(IJKL-MNOP), 3D hyperplane BACDMNOP and 3D hyperplane EFGHIJKL intersect at plane QRST. Are points B, A, C, E and M cohyperplanar?",B,3,91,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,J->J,K->K,L->L,M->M,N->N,P->P,Q->Q,R->R,S->S,T->T"
"Points A, B, and C form a triangle. Are points A, B, and C collinear?","Points A, B, C, and D form a triangular pyramid . Are points A, B, C, and D coplanar?","Points A, B, C, D, and E form a 4-simplex. Are points A, B, C, D, and E cohyperplanar?",B,3,92,
"Points B, C, and D form a triangle. Are points B, C, and D collinear?","Points B, C, D, and E form a triangular pyramid . Are points B, C, D, and E coplanar?","Points B, C, D, E, and P form a 4-simplex. Are points B, C, D, E, and P cohyperplanar?",B,3,92,"A->B,B->C,C->D,D->E,E->P,P->A"
"Points C, D, and E form a triangle. Are points C, D, and E collinear?","Points C, D, E, and P form a triangular pyramid . Are points C, D, E, and P coplanar?","Points C, D, E, P, and A form a 4-simplex. Are points C, D, E, P, and A cohyperplanar?",B,3,92,"A->C,B->D,C->E,D->P,E->A,P->B"
"Points D, E, and P form a triangle. Are points D, E, and P collinear?","Points D, E, P, and A form a triangular pyramid . Are points D, E, P, and A coplanar?","Points D, E, P, A, and B form a 4-simplex. Are points D, E, P, A, and B cohyperplanar?",B,3,92,"A->D,B->E,C->P,D->A,E->B,P->C"
"Points E, P, and A form a triangle. Are points E, P, and A collinear?","Points E, P, A, and B form a triangular pyramid . Are points E, P, A, and B coplanar?","Points E, P, A, B, and C form a 4-simplex. Are points E, P, A, B, and C cohyperplanar?",B,3,92,"A->E,B->P,C->A,D->B,E->C,P->D"
"Points B, A, and C form a triangle. Are points B, A, and C collinear?","Points B, A, C, and D form a triangular pyramid . Are points B, A, C, and D coplanar?","Points B, A, C, D, and E form a 4-simplex. Are points B, A, C, D, and E cohyperplanar?",B,3,92,"A->B,B->A,C->C,D->D,E->E,P->P"
"Line AB is the perpendicular bisector of segment CD. Are points A, B, and D collinear?","Plane ABC is the perpendicular bisector plane of segment DE. Are points A, B, C, and D coplanar?","3D hyperplane ABCD is the perpendicular bisector of segment EF. Are points A, B, C ,D, and E cohyperplanar?",B,3,93,
"Line BC is the perpendicular bisector of segment DE. Are points B, C, and E collinear?","Plane BCD is the perpendicular bisector plane of segment EF. Are points B, C, D, and E coplanar?","3D hyperplane BCDE is the perpendicular bisector of segment FL. Are points B, C, D ,E, and F cohyperplanar?",B,3,93,"A->B,B->C,C->D,D->E,E->F,F->L,L->P,P->A"
"Line CD is the perpendicular bisector of segment EF. Are points C, D, and F collinear?","Plane CDE is the perpendicular bisector plane of segment FL. Are points C, D, E, and F coplanar?","3D hyperplane CDEF is the perpendicular bisector of segment LP. Are points C, D, E ,F, and L cohyperplanar?",B,3,93,"A->C,B->D,C->E,D->F,E->L,F->P,L->A,P->B"
"Line DE is the perpendicular bisector of segment FL. Are points D, E, and L collinear?","Plane DEF is the perpendicular bisector plane of segment LP. Are points D, E, F, and L coplanar?","3D hyperplane DEFL is the perpendicular bisector of segment PA. Are points D, E, F ,L, and P cohyperplanar?",B,3,93,"A->D,B->E,C->F,D->L,E->P,F->A,L->B,P->C"
"Line EF is the perpendicular bisector of segment LP. Are points E, F, and P collinear?","Plane EFL is the perpendicular bisector plane of segment PA. Are points E, F, L, and P coplanar?","3D hyperplane EFLP is the perpendicular bisector of segment AB. Are points E, F, L ,P, and A cohyperplanar?",B,3,93,"A->E,B->F,C->L,D->P,E->A,F->B,L->C,P->D"
"Line BA is the perpendicular bisector of segment CD. Are points B, A, and D collinear?","Plane BAC is the perpendicular bisector plane of segment DE. Are points B, A, C, and D coplanar?","3D hyperplane BACD is the perpendicular bisector of segment EF. Are points B, A, C ,D, and E cohyperplanar?",B,3,93,"A->B,B->A,C->C,D->D,E->E,F->F,L->L,P->P"
"Triangle ABC is inscribed in circle O. Are points A, B, and C collinear?","Triangular pyramid ABCD is inscribed in sphere O. Are points A, B, C, and D coplanar?","4-simplex ABCDE is inscribed in 3-sphere O. Are points A, B, C, D, and E cohyperplanar?",B,3,94,
"Triangle BCD is inscribed in circle O. Are points B, C, and D collinear?","Triangular pyramid BCDE is inscribed in sphere O. Are points B, C, D, and E coplanar?","4-simplex BCDET is inscribed in 3-sphere O. Are points B, C, D, E, and T cohyperplanar?",B,3,94,"A->B,B->C,C->D,D->E,E->T,T->A"
"Triangle CDE is inscribed in circle O. Are points C, D, and E collinear?","Triangular pyramid CDET is inscribed in sphere O. Are points C, D, E, and T coplanar?","4-simplex CDETA is inscribed in 3-sphere O. Are points C, D, E, T, and A cohyperplanar?",B,3,94,"A->C,B->D,C->E,D->T,E->A,T->B"
"Triangle DET is inscribed in circle O. Are points D, E, and T collinear?","Triangular pyramid DETA is inscribed in sphere O. Are points D, E, T, and A coplanar?","4-simplex DETAB is inscribed in 3-sphere O. Are points D, E, T, A, and B cohyperplanar?",B,3,94,"A->D,B->E,C->T,D->A,E->B,T->C"
"Triangle ETA is inscribed in circle O. Are points E, T, and A collinear?","Triangular pyramid ETAB is inscribed in sphere O. Are points E, T, A, and B coplanar?","4-simplex ETABC is inscribed in 3-sphere O. Are points E, T, A, B, and C cohyperplanar?",B,3,94,"A->E,B->T,C->A,D->B,E->C,T->D"
"Triangle BAC is inscribed in circle O. Are points B, A, and C collinear?","Triangular pyramid BACD is inscribed in sphere O. Are points B, A, C, and D coplanar?","4-simplex BACDE is inscribed in 3-sphere O. Are points B, A, C, D, and E cohyperplanar?",B,3,94,"A->B,B->A,C->C,D->D,E->E,T->T"
"In rectangle ABCD, are points A, B, and D collinear?","In rectangular solid ABCD-EFGH, are points A, B, C and E coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, B, C, E and I cohyperplanar?",B,3,95,
"In rectangle BCDE, are points B, C, and E collinear?","In rectangular solid BCDE-FGHJ, are points B, C, D and F coplanar?","In tesseract (BCDE-FGHJ)-(IKLM-NPOA), are points B, C, D, F and I cohyperplanar?",B,3,95,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->J,J->K,K->L,L->M,M->N,N->P,P->A"
"In rectangle CDEF, are points C, D, and F collinear?","In rectangular solid CDEF-GHJK, are points C, D, E and G coplanar?","In tesseract (CDEF-GHJK)-(ILMN-PAOB), are points C, D, E, G and I cohyperplanar?",B,3,95,"A->C,B->D,C->E,D->F,E->G,F->H,G->J,H->K,J->L,K->M,L->N,M->P,N->A,P->B"
"In rectangle DEFG, are points D, E, and G collinear?","In rectangular solid DEFG-HJKL, are points D, E, F and H coplanar?","In tesseract (DEFG-HJKL)-(IMNP-ABOC), are points D, E, F, H and I cohyperplanar?",B,3,95,"A->D,B->E,C->F,D->G,E->H,F->J,G->K,H->L,J->M,K->N,L->P,M->A,N->B,P->C"
"In rectangle EFGH, are points E, F, and H collinear?","In rectangular solid EFGH-JKLM, are points E, F, G and J coplanar?","In tesseract (EFGH-JKLM)-(INPA-BCOD), are points E, F, G, J and I cohyperplanar?",B,3,95,"A->E,B->F,C->G,D->H,E->J,F->K,G->L,H->M,J->N,K->P,L->A,M->B,N->C,P->D"
"In rectangle BACD, are points B, A, and D collinear?","In rectangular solid BACD-EFGH, are points B, A, C and E coplanar?","In tesseract (BACD-EFGH)-(IJKL-MNOP), are points B, A, C, E and I cohyperplanar?",B,3,95,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,J->J,K->K,L->L,M->M,N->N,P->P"
"Line AB is the altitude of triangle ACD. Are points A, B, and C collinear?","Line AB is the altitude of triangular pyramid ACDE. Are points A, B, C, and D coplanar?","Line AB is the altitude of irregular 5-cell ACDEF. Are points A, B, C, D, and E coplanar?",C,3,96,
"Line BC is the altitude of triangle BDE. Are points B, C, and D collinear?","Line BC is the altitude of triangular pyramid BDEF. Are points B, C, D, and E coplanar?","Line BC is the altitude of irregular 5-cell BDEFL. Are points B, C, D, E, and F coplanar?",C,3,96,"A->B,B->C,C->D,D->E,E->F,F->L,L->A"
"Line CD is the altitude of triangle CEF. Are points C, D, and E collinear?","Line CD is the altitude of triangular pyramid CEFL. Are points C, D, E, and F coplanar?","Line CD is the altitude of irregular 5-cell CEFLA. Are points C, D, E, F, and L coplanar?",C,3,96,"A->C,B->D,C->E,D->F,E->L,F->A,L->B"
"Line DE is the altitude of triangle DFL. Are points D, E, and F collinear?","Line DE is the altitude of triangular pyramid DFLA. Are points D, E, F, and L coplanar?","Line DE is the altitude of irregular 5-cell DFLAB. Are points D, E, F, L, and A coplanar?",C,3,96,"A->D,B->E,C->F,D->L,E->A,F->B,L->C"
"Line EF is the altitude of triangle ELA. Are points E, F, and L collinear?","Line EF is the altitude of triangular pyramid ELAB. Are points E, F, L, and A coplanar?","Line EF is the altitude of irregular 5-cell ELABC. Are points E, F, L, A, and B coplanar?",C,3,96,"A->E,B->F,C->L,D->A,E->B,F->C,L->D"
"Line BA is the altitude of triangle BCD. Are points B, A, and C collinear?","Line BA is the altitude of triangular pyramid BCDE. Are points B, A, C, and D coplanar?","Line BA is the altitude of irregular 5-cell BCDEF. Are points B, A, C, D, and E coplanar?",C,3,96,"A->B,B->A,C->C,D->D,E->E,F->F,L->L"
"Points A, B, and C are coplanar but not collinear. Are points A, B, and C collinear?","Points A, B, C, and D are cohyperplanar but not coplanar. Are points A, B, C and D coplanar?","Points A, B, C, D, and E are co-4D-hyperplanar but not co-4D-hyperplanar. Are points A, B, C, D, and E co-3D-hyperplanar?",B,3,97,
"Points B, C, and D are coplanar but not collinear. Are points B, C, and D collinear?","Points B, C, D, and E are cohyperplanar but not coplanar. Are points B, C, D and E coplanar?","Points B, C, D, E, and P are co-4D-hyperplanar but not co-4D-hyperplanar. Are points B, C, D, E, and P co-3D-hyperplanar?",B,3,97,"A->B,B->C,C->D,D->E,E->P,P->A"
"Points C, D, and E are coplanar but not collinear. Are points C, D, and E collinear?","Points C, D, E, and P are cohyperplanar but not coplanar. Are points C, D, E and P coplanar?","Points C, D, E, P, and A are co-4D-hyperplanar but not co-4D-hyperplanar. Are points C, D, E, P, and A co-3D-hyperplanar?",B,3,97,"A->C,B->D,C->E,D->P,E->A,P->B"
"Points D, E, and P are coplanar but not collinear. Are points D, E, and P collinear?","Points D, E, P, and A are cohyperplanar but not coplanar. Are points D, E, P and A coplanar?","Points D, E, P, A, and B are co-4D-hyperplanar but not co-4D-hyperplanar. Are points D, E, P, A, and B co-3D-hyperplanar?",B,3,97,"A->D,B->E,C->P,D->A,E->B,P->C"
"Points E, P, and A are coplanar but not collinear. Are points E, P, and A collinear?","Points E, P, A, and B are cohyperplanar but not coplanar. Are points E, P, A and B coplanar?","Points E, P, A, B, and C are co-4D-hyperplanar but not co-4D-hyperplanar. Are points E, P, A, B, and C co-3D-hyperplanar?",B,3,97,"A->E,B->P,C->A,D->B,E->C,P->D"
"Points B, A, and C are coplanar but not collinear. Are points B, A, and C collinear?","Points B, A, C, and D are cohyperplanar but not coplanar. Are points B, A, C and D coplanar?","Points B, A, C, D, and E are co-4D-hyperplanar but not co-4D-hyperplanar. Are points B, A, C, D, and E co-3D-hyperplanar?",B,3,97,"A->B,B->A,C->C,D->D,E->E,P->P"
"Points A, B, and C form an equiangular triangle. Are points A, B, and C collinear?","Points A, B, C, and D form a regular tetrahedron. Are points A, B, C, and D coplanar?","Points A, B, C, D, and E form a 5-cell. Are points A, B, C, D, and E cohyperplanar?",B,3,98,
"Points B, C, and D form an equiangular triangle. Are points B, C, and D collinear?","Points B, C, D, and E form a regular tetrahedron. Are points B, C, D, and E coplanar?","Points B, C, D, E, and P form a 5-cell. Are points B, C, D, E, and P cohyperplanar?",B,3,98,"A->B,B->C,C->D,D->E,E->P,P->A"
"Points C, D, and E form an equiangular triangle. Are points C, D, and E collinear?","Points C, D, E, and P form a regular tetrahedron. Are points C, D, E, and P coplanar?","Points C, D, E, P, and A form a 5-cell. Are points C, D, E, P, and A cohyperplanar?",B,3,98,"A->C,B->D,C->E,D->P,E->A,P->B"
"Points D, E, and P form an equiangular triangle. Are points D, E, and P collinear?","Points D, E, P, and A form a regular tetrahedron. Are points D, E, P, and A coplanar?","Points D, E, P, A, and B form a 5-cell. Are points D, E, P, A, and B cohyperplanar?",B,3,98,"A->D,B->E,C->P,D->A,E->B,P->C"
"Points E, P, and A form an equiangular triangle. Are points E, P, and A collinear?","Points E, P, A, and B form a regular tetrahedron. Are points E, P, A, and B coplanar?","Points E, P, A, B, and C form a 5-cell. Are points E, P, A, B, and C cohyperplanar?",B,3,98,"A->E,B->P,C->A,D->B,E->C,P->D"
"Points B, A, and C form an equiangular triangle. Are points B, A, and C collinear?","Points B, A, C, and D form a regular tetrahedron. Are points B, A, C, and D coplanar?","Points B, A, C, D, and E form a 5-cell. Are points B, A, C, D, and E cohyperplanar?",B,3,98,"A->B,B->A,C->C,D->D,E->E,P->P"
"Triangle ABC with circumcenter at point O. Are points A, B, and C collinear?","Triangular pyramid ABCD with circumcenter at point O. Are points A, B, C, and D collinear?","4-simplex ABCDE with circumcenter at point O. Are points A, B, C, and D collinear?",B,3,99,
"Triangle BCD with circumcenter at point O. Are points B, C, and D collinear?","Triangular pyramid BCDE with circumcenter at point O. Are points B, C, D, and E collinear?","4-simplex BCDET with circumcenter at point O. Are points B, C, D, and E collinear?",B,3,99,"A->B,B->C,C->D,D->E,E->T,T->A"
"Triangle CDE with circumcenter at point O. Are points C, D, and E collinear?","Triangular pyramid CDET with circumcenter at point O. Are points C, D, E, and T collinear?","4-simplex CDETA with circumcenter at point O. Are points C, D, E, and T collinear?",B,3,99,"A->C,B->D,C->E,D->T,E->A,T->B"
"Triangle DET with circumcenter at point O. Are points D, E, and T collinear?","Triangular pyramid DETA with circumcenter at point O. Are points D, E, T, and A collinear?","4-simplex DETAB with circumcenter at point O. Are points D, E, T, and A collinear?",B,3,99,"A->D,B->E,C->T,D->A,E->B,T->C"
"Triangle ETA with circumcenter at point O. Are points E, T, and A collinear?","Triangular pyramid ETAB with circumcenter at point O. Are points E, T, A, and B collinear?","4-simplex ETABC with circumcenter at point O. Are points E, T, A, and B collinear?",B,3,99,"A->E,B->T,C->A,D->B,E->C,T->D"
"Triangle BAC with circumcenter at point O. Are points B, A, and C collinear?","Triangular pyramid BACD with circumcenter at point O. Are points B, A, C, and D collinear?","4-simplex BACDE with circumcenter at point O. Are points B, A, C, and D collinear?",B,3,99,"A->B,B->A,C->C,D->D,E->E,T->T"
"Line AB is tangent to circle O at point D. Are points A, B, and D collinear?","Plane ABC is tangent to circle O at point D. Are points A, B, C and D coplanar?","3D hyperplane ABCD is tangent to circle O at point E. Are points A, B, C, D, and E cohyperplanar?",A,3,100,
"Line BC is tangent to circle O at point E. Are points B, C, and E collinear?","Plane BCD is tangent to circle O at point E. Are points B, C, D and E coplanar?","3D hyperplane BCDE is tangent to circle O at point L. Are points B, C, D, E, and L cohyperplanar?",A,3,100,"A->B,B->C,C->D,D->E,E->L,L->P,P->A"
"Line CD is tangent to circle O at point L. Are points C, D, and L collinear?","Plane CDE is tangent to circle O at point L. Are points C, D, E and L coplanar?","3D hyperplane CDEL is tangent to circle O at point P. Are points C, D, E, L, and P cohyperplanar?",A,3,100,"A->C,B->D,C->E,D->L,E->P,L->A,P->B"
"Line DE is tangent to circle O at point P. Are points D, E, and P collinear?","Plane DEL is tangent to circle O at point P. Are points D, E, L and P coplanar?","3D hyperplane DELP is tangent to circle O at point A. Are points D, E, L, P, and A cohyperplanar?",A,3,100,"A->D,B->E,C->L,D->P,E->A,L->B,P->C"
"Line EL is tangent to circle O at point A. Are points E, L, and A collinear?","Plane ELP is tangent to circle O at point A. Are points E, L, P and A coplanar?","3D hyperplane ELPA is tangent to circle O at point B. Are points E, L, P, A, and B cohyperplanar?",A,3,100,"A->E,B->L,C->P,D->A,E->B,L->C,P->D"
"Line BA is tangent to circle O at point D. Are points B, A, and D collinear?","Plane BAC is tangent to circle O at point D. Are points B, A, C and D coplanar?","3D hyperplane BACD is tangent to circle O at point E. Are points B, A, C, D, and E cohyperplanar?",A,3,100,"A->B,B->A,C->C,D->D,E->E,L->L,P->P"
"Triangle ABC with centroid at point G. Are points A, B, and G collinear?","Triangular pyramid ABCD with centroid at point G. Are points A, B, C and G coplanar?","4-simplex ABCDE with centroid at point G. Are points A, B, C, D and G cohyperplanar?",B,3,101,
"Triangle BCD with centroid at point T. Are points B, C, and T collinear?","Triangular pyramid BCDE with centroid at point T. Are points B, C, D and T coplanar?","4-simplex BCDEG with centroid at point T. Are points B, C, D, E and T cohyperplanar?",B,3,101,"A->B,B->C,C->D,D->E,E->G,G->T,T->A"
"Triangle CDE with centroid at point A. Are points C, D, and A collinear?","Triangular pyramid CDEG with centroid at point A. Are points C, D, E and A coplanar?","4-simplex CDEGT with centroid at point A. Are points C, D, E, G and A cohyperplanar?",B,3,101,"A->C,B->D,C->E,D->G,E->T,G->A,T->B"
"Triangle DEG with centroid at point B. Are points D, E, and B collinear?","Triangular pyramid DEGT with centroid at point B. Are points D, E, G and B coplanar?","4-simplex DEGTA with centroid at point B. Are points D, E, G, T and B cohyperplanar?",B,3,101,"A->D,B->E,C->G,D->T,E->A,G->B,T->C"
"Triangle EGT with centroid at point C. Are points E, G, and C collinear?","Triangular pyramid EGTA with centroid at point C. Are points E, G, T and C coplanar?","4-simplex EGTAB with centroid at point C. Are points E, G, T, A and C cohyperplanar?",B,3,101,"A->E,B->G,C->T,D->A,E->B,G->C,T->D"
